OID_,Status,Score,X,Y,USER_Ward,USER_Precinct,USER_Location2,USER_Location3,Match_addr,USER_City,USER_State,USER_ZipCode,USER_Voting_Roo,USER_HP_Entrance,shape_wkt,POINT_X,POINT_Y
145,M,99.659999999999997,-71.075407364906468,42.309065653155130,14.000000000000000,4,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL,POINT (-71.075407364999933 42.309065653000062),-71.075407364999933,42.309065653000062
146,M,99.659999999999997,-71.080518398005751,42.292033751631180,14.000000000000000,7,JOSEPH LEE SCHOOL ,155 TALBOT AVENUE,"155 Talbot Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,,POINT (-71.080518397999981 42.292033752000066),-71.080518397999981,42.292033752000066
147,M,99.640000000000001,-71.086281207895965,42.294127299587302,14.000000000000000,9,BOYS & GIRLS CLUB ,15 TALBOT AVENUE,"15 Talbot Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN LOBBY,,POINT (-71.086281207999946 42.294127300000071),-71.086281207999946,42.294127300000071
148,M,99.290000000000006,-71.082767597903853,42.290215423465810,14.000000000000000,10,FRANKLIN FIELD ELDERLY COMMUNITY ROOM ,100 AMES STREET,"100 Ames Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN TENANTS ASSOCIATION MEETING ROOM,,POINT (-71.082767597999975 42.290215423000063),-71.082767597999975,42.290215423000063
149,M,97.480000000000004,-71.085381326771056,42.301305771014341,14.000000000000000,6,ENDICOTT SCHOOL   (FORMERLY KNOWN AS JOHN MARSHALL ELEMENTARY SCHOOL) ,2 MCCLELLAN STREET,"2 McLellan Street, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN BASEMENT HALLWAY,HP ENTRANCE RAMP REAR PARKING LOT,POINT (-71.085381326999936 42.301305771000045),-71.085381326999936,42.301305771000045
150,M,99.689999999999998,-71.092425310561637,42.282289831099234,14.000000000000000,8,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN FELLOWSHIP HALL,,POINT (-71.092425310999943 42.282289831000071),-71.092425310999943,42.282289831000071
151,M,99.390000000000001,-71.092425310561637,42.282289831099234,14.000000000000000,11,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN CLASSROOM,,POINT (-71.092425310999943 42.282289831000071),-71.092425310999943,42.282289831000071
152,M,99.390000000000001,-71.092425310561637,42.282289831099234,14.000000000000000,14,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN FELLOWSHIP HALL,,POINT (-71.092425310999943 42.282289831000071),-71.092425310999943,42.282289831000071
153,M,98.849999999999994,-71.086111222899575,42.282577330378160,14.000000000000000,12,METROPOLITAN BAPTIST CHURCH ,393 NORFOLK STREET,"393 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02126,VOTE IN WOMACK HALL,VOTER ENTRANCE LEFT SIDE OF THE BUILDING FROM MIDDLETON STREET HP ENTRANCE USE MAIN ENTRANCE ON NORFOLK STREET,POINT (-71.086111222999989 42.282577330000038),-71.086111222999989,42.282577330000038
154,M,98.849999999999994,-71.086111222899575,42.282577330378160,14.000000000000000,13,METROPOLITAN BAPTIST CHURCH ,393 NORFOLK STREET,"393 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02126,VOTE IN WOMACK HALL,VOTER ENTRANCE LEFT SIDE OF THE BUILDING FROM MIDDLETON STREET HP ENTRANCE USE MAIN ENTRANCE ON NORFOLK STREET,POINT (-71.086111222999989 42.282577330000038),-71.086111222999989,42.282577330000038
155,M,99.629999999999995,-71.061617373983196,42.307794118443411,15.000000000000000,2,FIRE STATION ,7 PARISH STREET,"7 Parish Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,,,POINT (-71.061617373999979 42.307794118000061),-71.061617373999979,42.307794118000061
156,M,99.670000000000002,-71.065072478291142,42.308439818354515,15.000000000000000,4,PASCIUCCO APARTMENTS ,330 BOWDOIN STREET,"330 Bowdoin Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,,POINT (-71.065072477999934 42.308439818000068),-71.065072477999934,42.308439818000068
157,M,99.629999999999995,-71.061617373983196,42.307794118443411,15.000000000000000,3,FIRE STATION ,7 PARISH STREET,"7 Parish Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,,,POINT (-71.061617373999979 42.307794118000061),-71.061617373999979,42.307794118000061
158,M,99.659999999999997,-71.075407364906468,42.309065653155130,15.000000000000000,1,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL,POINT (-71.075407364999933 42.309065653000062),-71.075407364999933,42.309065653000062
159,M,99.680000000000007,-71.056311210177981,42.310067332494100,15.000000000000000,6,SAVIN HILL APARTMENTS ,130 AUCKLAND STREET,"130 Auckland Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE DEWAR STREET HP ENTRANCE MAIN ENTRANCE,POINT (-71.056311209999933 42.310067332000074),-71.056311209999933,42.310067332000074
160,M,99.629999999999995,-71.071180287316054,42.299785209959282,15.000000000000000,5,UP ACADEMY OF DORCHESTER  (FORMERLY JOHN MARSHALL ELEMENTARY SCHOOL) ,35 WESTVILLE ST,"35 Westville Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO LEFT OF MAIN ENTRANCE,POINT (-71.071180286999947 42.299785210000039),-71.071180286999947,42.299785210000039
161,M,99.659999999999997,-71.063541188400023,42.299937341501902,15.000000000000000,8,VIET AID COMMUNITY CENTER ,42 CHARLES STREET,"42 Charles Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,,POINT (-71.063541187999988 42.299937342000078),-71.063541187999988,42.299937342000078
162,M,99.659999999999997,-71.063541188400023,42.299937341501902,15.000000000000000,7,VIET AID COMMUNITY CENTER ,42 CHARLES STREET,"42 Charles Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,,POINT (-71.063541187999988 42.299937342000078),-71.063541187999988,42.299937342000078
163,M,99.709999999999994,-71.059450232917186,42.304447350234000,15.000000000000000,9,DORCHESTER HOUSE ,1353 DORCHESTER AVENUE,"1353 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,,POINT (-71.05945023299995 42.304447350000032),-71.059450232999950,42.304447350000032
164,M,99.640000000000001,-71.049205032665839,42.294221428359975,16.000000000000000,2,RICHARD J MURPHY SCHOOL ,1 WORRELL STREET,"1 Worrell Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,VOTER ENTRANCE RIGHT SIDE OF BUILDING  COMMUNITY CENTER,POINT (-71.049205032999964 42.294221428000071),-71.049205032999964,42.294221428000071
165,M,99.329999999999998,-71.064310311835399,42.292254530960804,16.000000000000000,3,SAINT MARK’S SCHOOL HALL , 197 A CENTRE STREET,"197 Centre Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET,POINT (-71.064310311999975 42.292254531000026),-71.064310311999975,42.292254531000026
166,M,99.640000000000001,-71.049205032665839,42.294221428359975,16.000000000000000,5,RICHARD J MURPHY SCHOOL ,1 WORRELL STREET,"1 Worrell Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,VOTER ENTRANCE RIGHT SIDE OF BUILDING  COMMUNITY CENTER,POINT (-71.049205032999964 42.294221428000071),-71.049205032999964,42.294221428000071
167,M,99.200000000000003,-71.062221206287958,42.293975377592233,16.000000000000000,1,DR WILLIAM W HENDERSON INCLUSION ELEMENTARY SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL) ,1669 DORCHESTER AVENUE,"1669 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02124,VOTE IN AUDITORIUM,HP ENTRANCE LEFT SIDE OF BUILDING,POINT (-71.062221205999947 42.293975378000027),-71.062221205999947,42.293975378000027
168,M,99.680000000000007,-71.049300251085910,42.290816154466398,16.000000000000000,7,SAINT JOHN PAUL II CATHOLIC ACADEMY NEPONSET CAMPUS (FORMERLY KNOWN AS SAINT ANN'S SCHOOL),239 NEPONSET AVENUE,"239 Neponset Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL THROUGH PLAYGROUND,POINT (-71.049300250999977 42.290816154000026),-71.049300250999977,42.290816154000026
169,M,99.200000000000003,-71.062221206287958,42.293975377592233,16.000000000000000,4,DR WILLIAM W HENDERSON INCLUSION ELEMENTARY SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL) ,1669 DORCHESTER AVENUE,"1669 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02124,VOTE IN AUDITORIUM,HP ENTRANCE LEFT SIDE OF BUILDING,POINT (-71.062221205999947 42.293975378000027),-71.062221205999947,42.293975378000027
170,M,99.640000000000001,-71.054450679130127,42.286379026382406,16.000000000000000,8,ADAMS STREET BRANCH LIBRARY ,690 ADAMS STREET,"690 Adams Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN PATRICIA O'NEILL COMMUNITY ROOM,,POINT (-71.054450678999956 42.286379026000077),-71.054450678999956,42.286379026000077
171,M,99.329999999999998,-71.064310311835399,42.292254530960804,16.000000000000000,6,SAINT MARK’S SCHOOL HALL , 197 A CENTRE STREET,"197 Centre Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET,POINT (-71.064310311999975 42.292254531000026),-71.064310311999975,42.292254531000026
172,M,99.640000000000001,-71.054450679130127,42.286379026382406,16.000000000000000,9,ADAMS STREET BRANCH LIBRARY ,690 ADAMS STREET,"690 Adams Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN PATRICIA O'NEILL COMMUNITY ROOM,,POINT (-71.054450678999956 42.286379026000077),-71.054450678999956,42.286379026000077
173,M,99.310000000000002,-71.047659828815455,42.282393599060555,16.000000000000000,11,FLORIAN HALL,55 HALLET STREET,"55 Hallet Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN BANQUET HALL,,POINT (-71.04765982899994 42.282393599000045),-71.047659828999940,42.282393599000045
174,M,99.379999999999995,-71.049300251085910,42.290816154466398,16.000000000000000,10,SAINT JOHN PAUL II CATHOLIC ACADEMY NEPONSET CAMPUS (FORMERLY KNOWN AS SAINT ANN'S SCHOOL),239 NEPONSET AVENUE,"239 Neponset Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL THROUGH PLAYGROUND,POINT (-71.049300250999977 42.290816154000026),-71.049300250999977,42.290816154000026
175,M,99.310000000000002,-71.047659828815455,42.282393599060555,16.000000000000000,12,FLORIAN HALL,55 HALLET STREET,"55 Hallet Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN BANQUET HALL,,POINT (-71.04765982899994 42.282393599000045),-71.047659828999940,42.282393599000045
176,M,99.700000000000003,-71.071861149311005,42.295887331616086,17.000000000000000,1,CODMAN SQUARE TECH CENTER, 450 WASHINGTON STREET,"450 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,,POINT (-71.071861148999972 42.295887332000063),-71.071861148999972,42.295887332000063
177,M,99.680000000000007,-71.071180287316054,42.299785209959282,17.000000000000000,2,UP ACADEMY OF DORCHESTER (FORMERLY JOHN MARSHALL ELEMENTARY SCHOOL),35 WESTVILLE STREET,"35 Westville Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO LEFT OF MAIN ENTRANCE,POINT (-71.071180286999947 42.299785210000039),-71.071180286999947,42.299785210000039
178,M,99.700000000000003,-71.071861149311005,42.295887331616086,17.000000000000000,3,CODMAN SQUARE TECH CENTER, 450 WASHINGTON STREET,"450 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,,POINT (-71.071861148999972 42.295887332000063),-71.071861148999972,42.295887332000063
179,M,99.700000000000003,-71.070867558508581,42.287655087321838,17.000000000000000,5,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,,POINT (-71.070867558999964 42.287655087000076),-71.070867558999964,42.287655087000076
180,M,99.640000000000001,-71.091199289584154,42.276063879149063,17.000000000000000,7,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM, VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE,POINT (-71.091199289999963 42.276063879000048),-71.091199289999963,42.276063879000048
181,M,99.680000000000007,-71.069570542811221,42.281270382125513,17.000000000000000,4,HENDERSON UPPER (FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) ,18 CROFTLAND AVENUE,"18 Croftland Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN ROOM 116,VOTER ENTRANCE TO THE RIGHT OF MAIN ENTRANCE,POINT (-71.069570542999941 42.281270382000059),-71.069570542999941,42.281270382000059
182,M,99.700000000000003,-71.070867558508581,42.287655087321838,17.000000000000000,6,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,,POINT (-71.070867558999964 42.287655087000076),-71.070867558999964,42.287655087000076
183,M,99.700000000000003,-71.070867558508581,42.287655087321838,17.000000000000000,8,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,,POINT (-71.070867558999964 42.287655087000076),-71.070867558999964,42.287655087000076
184,M,99.310000000000002,-71.091199289584154,42.276063879149063,17.000000000000000,10,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM, VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE,POINT (-71.091199289999963 42.276063879000048),-71.091199289999963,42.276063879000048
185,M,99.700000000000003,-71.070951209902276,42.284257315231599,17.000000000000000,9,CODMAN SQUARE APARTMENTS ,784 WASHINGTON STREET,"784 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,,POINT (-71.070951209999976 42.284257315000048),-71.070951209999976,42.284257315000048
186,M,99.349999999999994,-71.068542921481907,42.273623529949049,17.000000000000000,13,LOWER MILLS LIBRARY ,27 RICHMOND STREET,"27 Richmond Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,,POINT (-71.06854292099996 42.273623530000066),-71.068542920999960,42.273623530000066
187,M,99.349999999999994,-71.077654968539363,42.277478917113910,17.000000000000000,12,CHARLES H TAYLOR ELEMENTARY SCHOOL ,1060 MORTON STREET,"1060 Morton St, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN ROOM 002,VOTER ENTRANCE REAR SCHOOL YARD,POINT (-71.07765496899998 42.277478917000053),-71.077654968999980,42.277478917000053
188,M,99.349999999999994,-71.068542921481907,42.273623529949049,17.000000000000000,14,LOWER MILLS LIBRARY ,27 RICHMOND STREET,"27 Richmond Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,,POINT (-71.06854292099996 42.273623530000066),-71.068542920999960,42.273623530000066
189,M,99.640000000000001,-71.091199289584154,42.276063879149063,18.000000000000000,2,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM,VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE,POINT (-71.091199289999963 42.276063879000048),-71.091199289999963,42.276063879000048
190,M,99.659999999999997,-71.103911367759068,42.275843686552633,18.000000000000000,3,MATTAHUNT ELEMENTARY SCHOOL ,100 HEBRON STREET,"100 Hebron Street, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN SMALL GYMNASIUM,,POINT (-71.103911367999956 42.275843687000076),-71.103911367999956,42.275843687000076
191,M,99.379999999999995,-71.069570542811221,42.281270382125513,17.000000000000000,11,HENDERSON UPPER (FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) ,18 CROFTLAND AVENUE,"18 Croftland Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN ROOM 116,VOTER ENTRANCE TO THE RIGHT OF MAIN ENTRANCE,POINT (-71.069570542999941 42.281270382000059),-71.069570542999941,42.281270382000059
192,M,99.730000000000004,-71.079818810322607,42.272593121655966,18.000000000000000,1,GROVELAND COMMUNITY ROOM,15 MARY MOORE BEATTY CIRCLE,"15 Mary Moore Beatty Cir, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN COMMUNITY ROOM,,POINT (-71.079818809999949 42.272593122000046),-71.079818809999949,42.272593122000046
193,M,99.730000000000004,-71.079818810322607,42.272593121655966,18.000000000000000,4,GROVELAND COMMUNITY ROOM  VOTER ENTRANCE,15 MARY MOORE BEATTY CIRCLE,"15 Mary Moore Beatty Cir, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN COMMUNITY ROOM,,POINT (-71.079818809999949 42.272593122000046),-71.079818809999949,42.272593122000046
194,M,99.680000000000007,-71.117741172722418,42.285417328721564,18.000000000000000,7,JOHN D PHILBRICK ELEMENTARY  SCHOOL ,40 PHILBRICK STREET,"40 Philbrick Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN CAFETERIA,VOTER ENTRANCE REAR DOOR THROUGH SCHOOL YARD,POINT (-71.117741172999956 42.28541732900004),-71.117741172999956,42.285417329000040
195,M,99.659999999999997,-71.127051204036476,42.274807306134505,18.000000000000000,9,GEORGE H CONLEY ELEMENTARY  SCHOOL ,450 POPLAR STREET,"450 Poplar Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN HALLWAY & CAFETERIA,HP ENTRANCE THROUGH SCHOOL YARD RIGHT SIDE DOOR,POINT (-71.12705120399994 42.274807306000071),-71.127051203999940,42.274807306000071
196,M,99.170000000000002,-71.104782666594161,42.267264641014521,18.000000000000000,6,JAMES J CHITTICK ELEMENTARY SCHOOL ,154 RUSKINDALE ROAD,"154 Ruskindale Road, Hyde Park, Massachusetts, 02136",BOSTON,MA,02126,VOTE IN AUDITORIUM,VOTER ENTRANCE ROSEBERY ROAD,POINT (-71.104782666999938 42.267264641000054),-71.104782666999938,42.267264641000054
197,M,99.709999999999994,-71.117811245432961,42.265247326467772,18.000000000000000,8,ANOTHER COURSE TO COLLEGE (FORMERLY ELIHU GREENWOOD LEADERSHIP ACADEMY ) , 612 METROPOLITAN AVENUE,"612 Metropolitan Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN CAFETERIA,VOTER ENTRANCE REAR PARKING LOT,POINT (-71.117811244999984 42.265247326000065),-71.117811244999984,42.265247326000065
198,M,99.310000000000002,-71.135331183269315,42.277777307796185,18.000000000000000,10,PHINEAS BATES ELEMENTARY SCHOOL ,426 BEECH STREET,"426 Beech Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN CAFETERIA,,POINT (-71.135331182999948 42.277777308000054),-71.135331182999948,42.277777308000054
199,M,99.310000000000002,-71.135331183269315,42.277777307796185,18.000000000000000,11,PHINEAS BATES ELEMENTARY SCHOOL ,426 BEECH STREET,"426 Beech Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN CAFETERIA,,POINT (-71.135331182999948 42.277777308000054),-71.135331182999948,42.277777308000054
200,M,99.140000000000001,-71.102571185260345,42.264587293502217,18.000000000000000,5,HASSAN APARTMENTS ,705 RIVER STREET,"705 River Street, Hyde Park, Massachusetts, 02136",BOSTON,MA,02126,VOTE IN RECREATION ROOM,VOTER ENTRANCE RIGHT SIDE OF BUILDING  HP ENTRANCE MAIN ENTRANCE,POINT (-71.102571184999988 42.26458729400008),-71.102571184999988,42.264587294000080
201,M,99.329999999999998,-71.121082199328157,42.256315612353518,18.000000000000000,12,HYDE PARK MUNICIPAL BUILDING ,1179 RIVER STREET,"1179 River Street, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN MULTI PURPOSE ROOM IN BASEMENT,VOTER ENTRANCE RIGHT SIDE OF BUILDING,POINT (-71.121082198999943 42.256315612000037),-71.121082198999943,42.256315612000037
202,M,99.439999999999998,-71.117811245432961,42.265247326467772,18.000000000000000,14,ANOTHER COURSE TO COLLEGE (FORMERLY ELIHU GREENWOOD LEADERSHIP ACADEMY ) , 612 METROPOLITAN AVENUE,"612 Metropolitan Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN CAFETERIA,VOTER ENTRANCE REAR PARKING LOT,POINT (-71.117811244999984 42.265247326000065),-71.117811244999984,42.265247326000065
203,M,99.439999999999998,-71.117811245432961,42.265247326467772,18.000000000000000,15,ANOTHER COURSE TO COLLEGE (FORMERLY ELIHU GREENWOOD LEADERSHIP ACADEMY ) , 612 METROPOLITAN AVENUE,"612 Metropolitan Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN CAFETERIA,VOTER ENTRANCE REAR PARKING LOT,POINT (-71.117811244999984 42.265247326000065),-71.117811244999984,42.265247326000065
204,M,99.390000000000001,-71.124803177604832,42.251700285008042,18.000000000000000,13,THE BLAKE ESTATES ,1344 HYDE PARK AVENUE,"1344 Hyde Park Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN COMMUNITY ROOM,,POINT (-71.124803177999979 42.251700285000027),-71.124803177999979,42.251700285000027
205,M,99.439999999999998,-71.110261162328655,42.254017294502830,18.000000000000000,16,BOSTON BAPTIST COLLEGE ,950 METROPOLITAN AVENUE,"950 Metropolitan Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN HENDERSON HALL,VOTER ENTRANCE TO THE RIGHT OF MAIN DOOR THROUGH PARKING LOT,POINT (-71.110261161999972 42.25401729500004),-71.110261161999972,42.254017295000040
206,M,99.290000000000006,-71.124184844607569,42.243223121503007,18.000000000000000,17,FRANKLIN D ROOSEVELT K8 SCHOOL ,95 NEEDHAM ROAD,"95 Needham Road, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN CAFETERIA,,POINT (-71.124184844999945 42.243223122000074),-71.124184844999945,42.243223122000074
207,M,99.329999999999998,-71.121082199328157,42.256315612353518,18.000000000000000,19,HYDE PARK MUNICIPAL BUILDING ,1179 RIVER STREET,"1179 River Street, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN MULTI PURPOSE ROOM IN BASEMENT,VOTER ENTRANCE RIGHT SIDE OF BUILDING,POINT (-71.121082198999943 42.256315612000037),-71.121082198999943,42.256315612000037
208,M,99.390000000000001,-71.124803177604832,42.251700285008042,18.000000000000000,18,THE BLAKE ESTATES ,1344 HYDE PARK AVENUE,"1344 Hyde Park Avenue, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN COMMUNITY ROOM,,POINT (-71.124803177999979 42.251700285000027),-71.124803177999979,42.251700285000027
209,M,99.329999999999998,-71.127051204036476,42.274807306134505,18.000000000000000,22,GEORGE H CONLEY ELEMENTARY  SCHOOL ,450 POPLAR STREET,"450 Poplar Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN HALLWAY & CAFETERIA,HP ENTRANCE THROUGH SCHOOL YARD RIGHT SIDE DOOR,POINT (-71.12705120399994 42.274807306000071),-71.127051203999940,42.274807306000071
210,M,99.329999999999998,-71.132881236790155,42.233907306675746,18.000000000000000,20,HEMENWAY CAMPUS OF THE FRANKLIN D ROOSEVELT K8 SCHOOL ,30 MILLSTONE ROAD,"30 Millstone Road, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN ROOM 102,VOTER ENTRANCE LEFT SIDE OF BUILDING FROM HYDE PARK AVENUE,POINT (-71.132881236999935 42.233907307000038),-71.132881236999935,42.233907307000038
211,M,98.870000000000005,-71.104782666594161,42.267264641014521,18.000000000000000,21,JAMES J CHITTICK ELEMENTARY SCHOOL ,154 RUSKINDALE ROAD,"154 Ruskindale Road, Hyde Park, Massachusetts, 02136",BOSTON,MA,02126,VOTE IN AUDITORIUM,VOTER ENTRANCE ROSEBERY ROAD,POINT (-71.104782666999938 42.267264641000054),-71.104782666999938,42.267264641000054
212,M,99.640000000000001,-71.131491181967547,42.305597305440159,19.000000000000000,2,JOSEPH P MANNING ELEMENTARY SCHOOL ,130 LOUDER'S LANE,"130 Louder's Lane, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN CAFETERIA,HP ENTRANCE RIGHT SIDE REAR DOOR,POINT (-71.131491181999934 42.305597305000049),-71.131491181999934,42.305597305000049
213,M,99.430000000000007,-71.144431247908827,42.258880307087139,18.000000000000000,23,GEORGETOWNE HOMES COMMUNITY ROOM ,400A GEORGETOWNE DRIVE,"400A Georgetowne Drive, Hyde Park, Massachusetts, 02136",BOSTON,MA,02136,VOTE IN MAIN COMMUNITY ROOM (NEXT TO OFFICE),,POINT (-71.144431247999933 42.258880307000027),-71.144431247999933,42.258880307000027
214,M,99.659999999999997,-71.112951250333779,42.318517338632859,19.000000000000000,1,CURLEY K8 (FORMERLY KNOWN AS MARY E CURLEY SCHOOL),493 CENTRE STREET,"493 Centre Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN CAFETERIA,VOTER ENTRANCE THROUGH DRIVEWAY ON PERSHING ROAD,POINT (-71.112951249999981 42.318517339000039),-71.112951249999981,42.318517339000039
215,M,99.689999999999998,-71.104331301108161,42.318248908183648,19.000000000000000,4,NATE SMITH ELDERLY HOUSING ,155 LAMARTINE STREET,"155 Lamartine Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN MEETING ROOM,,POINT (-71.104331300999945 42.318248908000044),-71.104331300999945,42.318248908000044
